state,city,locality,property_type,bhk,area_sqft,bathrooms,floor,total_floors,age_years,furnished,parking,balcony,price_inr
Maharashtra,Amravati,Amravati Central,Independent House,2,3140,2,1,13,13,Unfurnished,2,1,35005702
Maharashtra,Amravati,Amravati Central,Apartment,1,780,1,10,15,16,Semi-Furnished,0,3,7491911
Maharashtra,Amravati,Amravati Central,Apartment,5,1760,5,12,13,20,Furnished,0,1,25418745
Maharashtra,Amravati,Amravati Central,Independent House,4,2550,5,6,8,9,Semi-Furnished,1,3,34936837
Maharashtra,Amravati,Amravati Central,Independent House,5,1990,5,13,13,16,Semi-Furnished,2,3,23470643
Maharashtra,Amravati,Amravati Central,Apartment,4,1720,3,8,11,20,Semi-Furnished,1,3,27711268
Maharashtra,Amravati,Amravati Central,Villa,3,1310,4,12,12,4,Semi-Furnished,0,1,14859956
Maharashtra,Amravati,Amravati Central,Apartment,2,1920,1,5,13,24,Semi-Furnished,0,2,23658242
Maharashtra,Amravati,Amravati Central,Villa,5,1440,5,5,13,18,Semi-Furnished,2,2,21082605
Maharashtra,Amravati,Amravati Central,Independent House,4,1520,4,5,12,6,Unfurnished,0,1,19881247
Maharashtra,Amravati,Amravati Central,Independent House,3,2460,2,12,12,13,Semi-Furnished,1,0,33479450
Maharashtra,Amravati,Amravati Central,Independent House,2,2210,2,4,13,24,Unfurnished,0,0,27572357
Maharashtra,Amravati,Amravati Central,Apartment,2,670,2,1,7,19,Semi-Furnished,2,3,7614145
Maharashtra,Amravati,Amravati Central,Apartment,1,2020,1,7,7,18,Unfurnished,0,2,28257043
Maharashtra,Amravati,Amravati Central,Independent House,3,790,4,12,12,18,Semi-Furnished,2,3,10244726
Maharashtra,Amravati,Amravati Central,Independent House,3,2770,2,0,19,22,Furnished,2,1,38851458
Maharashtra,Nanded,Nanded Central,Apartment,1,800,2,5,9,20,Semi-Furnished,0,0,10240532
Maharashtra,Nanded,Nanded Central,Independent House,5,660,5,5,16,25,Semi-Furnished,2,3,7567518
Maharashtra,Nanded,Nanded Central,Apartment,1,1890,1,0,13,22,Semi-Furnished,1,2,23689371
Maharashtra,Nanded,Nanded Central,Independent House,2,2560,1,13,13,24,Unfurnished,1,1,27685187
Maharashtra,Nanded,Nanded Central,Apartment,4,1500,3,15,15,13,Furnished,0,2,24292910
Maharashtra,Nanded,Nanded Central,Apartment,1,1740,2,2,4,4,Semi-Furnished,1,0,16971828
Maharashtra,Nanded,Nanded Central,Villa,2,2740,1,6,9,17,Semi-Furnished,1,3,32449023
Maharashtra,Nanded,Nanded Central,Apartment,2,1940,1,2,16,2,Unfurnished,0,1,25632051
Maharashtra,Nanded,Nanded Central,Apartment,5,1060,5,0,12,10,Semi-Furnished,1,3,13284282
Maharashtra,Nanded,Nanded Central,Villa,2,2390,1,6,18,23,Furnished,1,1,28886084
Maharashtra,Nanded,Nanded Central,Apartment,2,2540,2,7,12,12,Semi-Furnished,1,1,24098037
Maharashtra,Nanded,Nanded Central,Apartment,3,2260,3,14,14,14,Furnished,1,1,28675226
Maharashtra,Nanded,Nanded Central,Apartment,4,1510,5,5,5,9,Furnished,2,3,18977350
Maharashtra,Nanded,Nanded Central,Apartment,4,720,4,9,16,7,Furnished,1,2,8206993
Maharashtra,Nanded,Nanded Central,Apartment,4,3190,5,8,8,20,Semi-Furnished,0,2,45919279
Maharashtra,Nanded,Nanded Central,Apartment,3,2790,3,9,16,24,Semi-Furnished,1,1,35281889
Maharashtra,Nanded,Nanded Central,Independent House,3,1410,4,7,7,15,Semi-Furnished,1,2,15816244
Maharashtra,Nanded,Nanded Central,Independent House,1,700,2,14,19,11,Unfurnished,2,1,7173181
Maharashtra,Sangli,Sangli Central,Independent House,1,2630,2,5,13,25,Furnished,2,0,32848615
Maharashtra,Sangli,Sangli Central,Villa,2,2540,1,9,18,24,Unfurnished,1,1,33706029
Maharashtra,Sangli,Sangli Central,Independent House,3,3090,3,3,17,19,Unfurnished,2,3,44271660
Maharashtra,Sangli,Sangli Central,Apartment,2,610,2,2,6,6,Furnished,1,3,7065336
Maharashtra,Sangli,Sangli Central,Apartment,2,2950,2,5,15,24,Furnished,0,3,39252419
Maharashtra,Sangli,Sangli Central,Independent House,3,700,4,1,15,3,Unfurnished,0,0,11696391
Maharashtra,Sangli,Sangli Central,Apartment,5,1510,5,12,12,25,Unfurnished,0,0,26434165
Maharashtra,Sangli,Sangli Central,Independent House,2,2080,3,3,3,25,Unfurnished,2,3,32755065
Maharashtra,Sangli,Sangli Central,Independent House,4,3140,5,5,9,23,Furnished,1,3,35751854
Maharashtra,Sangli,Sangli Central,Apartment,4,2660,4,7,8,14,Unfurnished,0,3,35565231
Maharashtra,Sangli,Sangli Central,Apartment,1,1210,2,15,15,5,Semi-Furnished,0,2,20316466
Maharashtra,Sangli,Sangli Central,Apartment,3,2480,4,3,5,0,Semi-Furnished,2,1,30781502
Maharashtra,Sangli,Sangli Central,Apartment,4,2360,5,5,7,17,Furnished,0,2,38740755
Maharashtra,Sangli,Sangli Central,Independent House,4,2460,5,0,20,14,Unfurnished,2,3,34002026
Maharashtra,Sangli,Sangli Central,Independent House,1,670,1,8,17,20,Furnished,0,1,10085097
Maharashtra,Sangli,Sangli Central,Apartment,5,1920,5,6,6,9,Unfurnished,2,0,29610946
Maharashtra,Sangli,Sangli Central,Apartment,3,1560,3,7,16,14,Furnished,0,2,18887727
Maharashtra,Sangli,Sangli Central,Apartment,3,2450,4,12,12,1,Semi-Furnished,0,1,35801316
Manipur,Imphal,Imphal Central,Apartment,3,1490,3,4,4,18,Semi-Furnished,2,1,12357452
Manipur,Imphal,Imphal Central,Apartment,5,2420,4,5,10,10,Unfurnished,0,0,12355256
Manipur,Imphal,Imphal Central,Apartment,5,2280,4,0,6,14,Semi-Furnished,2,3,20721738
Manipur,Imphal,Imphal Central,Villa,5,790,4,8,18,12,Furnished,0,1,7933707
Manipur,Imphal,Imphal Central,Independent House,3,1130,3,3,9,4,Furnished,1,1,7554340
Manipur,Imphal,Imphal Central,Independent House,1,1610,1,13,14,2,Unfurnished,0,1,11968557
Manipur,Imphal,Imphal Central,Apartment,1,1290,1,7,19,6,Semi-Furnished,2,1,8215184
Manipur,Imphal,Imphal Central,Independent House,2,2940,1,3,17,10,Furnished,1,2,31940034
Manipur,Imphal,Imphal Central,Villa,4,1820,4,13,16,11,Unfurnished,1,2,19293404
Manipur,Imphal,Imphal Central,Apartment,5,2250,5,2,8,1,Furnished,0,3,21666430
Manipur,Imphal,Imphal Central,Apartment,1,2670,1,14,14,14,Furnished,2,1,21249681
Manipur,Imphal,Imphal Central,Independent House,3,2520,4,2,10,17,Furnished,1,2,26301781
Manipur,Imphal,Imphal Central,Apartment,3,2410,2,9,16,23,Semi-Furnished,0,2,18985779
Manipur,Imphal,Imphal Central,Apartment,2,2770,1,15,15,4,Semi-Furnished,0,1,22709913
Manipur,Imphal,Imphal Central,Apartment,4,2710,4,11,17,23,Semi-Furnished,1,2,25723694
Manipur,Imphal,Imphal Central,Apartment,1,2990,1,13,15,14,Semi-Furnished,2,3,19619203
Manipur,Imphal,Imphal Central,Independent House,1,2640,2,4,16,8,Furnished,1,0,17429386
Manipur,Imphal,Imphal Central,Apartment,1,3030,1,15,18,5,Furnished,1,2,23906617
Manipur,Thoubal,Thoubal Central,Villa,1,850,2,15,15,21,Unfurnished,0,3,6220071
Manipur,Thoubal,Thoubal Central,Apartment,5,770,4,8,18,24,Semi-Furnished,0,2,7717931
Manipur,Thoubal,Thoubal Central,Apartment,5,580,5,3,20,9,Furnished,0,1,4474076
Manipur,Thoubal,Thoubal Central,Independent House,4,580,3,13,19,19,Semi-Furnished,1,0,4702286
Manipur,Thoubal,Thoubal Central,Apartment,3,1080,2,10,12,7,Furnished,1,2,9008567
Manipur,Thoubal,Thoubal Central,Independent House,2,700,1,11,11,5,Unfurnished,0,2,4785373
Manipur,Thoubal,Thoubal Central,Apartment,1,1630,1,0,5,7,Semi-Furnished,2,2,12547736
Manipur,Thoubal,Thoubal Central,Apartment,1,2950,2,11,11,20,Semi-Furnished,2,3,18356675
Manipur,Thoubal,Thoubal Central,Apartment,2,2170,1,14,14,12,Semi-Furnished,2,3,19857801
Manipur,Thoubal,Thoubal Central,Villa,2,2220,2,8,18,5,Furnished,0,3,20791784
Manipur,Thoubal,Thoubal Central,Apartment,5,2450,5,10,10,22,Semi-Furnished,2,1,24942181
Manipur,Thoubal,Thoubal Central,Apartment,4,2520,5,6,12,5,Unfurnished,1,0,19703125
Manipur,Thoubal,Thoubal Central,Apartment,2,1530,3,4,18,10,Semi-Furnished,1,1,12329231
Manipur,Thoubal,Thoubal Central,Apartment,3,910,3,7,20,4,Semi-Furnished,2,2,7867929
Manipur,Thoubal,Thoubal Central,Apartment,3,1280,4,3,20,9,Unfurnished,2,1,13125274
Manipur,Thoubal,Thoubal Central,Independent House,4,640,3,14,20,18,Semi-Furnished,1,0,3748927
Manipur,Thoubal,Thoubal Central,Apartment,2,2450,2,14,14,25,Semi-Furnished,2,3,18342096
Manipur,Thoubal,Thoubal Central,Apartment,5,1760,5,12,20,19,Unfurnished,2,0,12941708
Manipur,Bishnupur,Bishnupur Central,Apartment,1,2190,1,6,6,22,Unfurnished,1,1,19247402
Manipur,Bishnupur,Bishnupur Central,Apartment,5,1450,5,9,9,24,Semi-Furnished,0,1,14793191
Manipur,Bishnupur,Bishnupur Central,Independent House,5,1570,4,0,18,16,Furnished,0,0,16056959
Manipur,Bishnupur,Bishnupur Central,Villa,3,2060,2,8,8,22,Semi-Furnished,1,3,20162637
Manipur,Bishnupur,Bishnupur Central,Apartment,2,1750,1,6,12,16,Furnished,1,1,14668625
Manipur,Bishnupur,Bishnupur Central,Villa,1,2870,2,13,13,4,Furnished,2,1,25521576
Manipur,Bishnupur,Bishnupur Central,Apartment,4,870,3,2,13,5,Unfurnished,0,3,7339274
Manipur,Bishnupur,Bishnupur Central,Independent House,5,2010,5,15,15,21,Unfurnished,1,2,18441001
Manipur,Bishnupur,Bishnupur Central,Apartment,3,1620,3,10,10,25,Semi-Furnished,2,1,14021779
Manipur,Bishnupur,Bishnupur Central,Independent House,4,2500,3,12,12,25,Unfurnished,1,2,23487003
Manipur,Bishnupur,Bishnupur Central,Independent House,4,1290,5,3,18,21,Furnished,2,1,12404979
Manipur,Bishnupur,Bishnupur Central,Apartment,4,1550,5,0,2,6,Unfurnished,2,3,15162324
Manipur,Bishnupur,Bishnupur Central,Independent House,5,2130,5,7,7,20,Semi-Furnished,0,3,18982393
Manipur,Bishnupur,Bishnupur Central,Apartment,4,1620,5,11,11,6,Semi-Furnished,1,0,16062676
Manipur,Bishnupur,Bishnupur Central,Independent House,2,2400,2,2,18,24,Furnished,1,0,20787658
Manipur,Bishnupur,Bishnupur Central,Apartment,5,940,5,4,5,19,Semi-Furnished,2,2,9499147
Manipur,Bishnupur,Bishnupur Central,Apartment,5,990,5,9,14,5,Semi-Furnished,0,2,9216236
Manipur,Bishnupur,Bishnupur Central,Apartment,4,2650,5,6,15,0,Semi-Furnished,1,0,29169647
Meghalaya,Shillong,Shillong Central,Apartment,1,1250,1,12,13,23,Semi-Furnished,2,2,8477190
Meghalaya,Shillong,Shillong Central,Apartment,1,2580,1,9,9,24,Unfurnished,2,3,18460780
Meghalaya,Shillong,Shillong Central,Apartment,5,600,4,0,16,13,Semi-Furnished,1,1,5774456
Meghalaya,Shillong,Shillong Central,Independent House,5,670,5,3,18,17,Semi-Furnished,2,1,5913557
Meghalaya,Shillong,Shillong Central,Independent House,2,2340,1,12,12,10,Semi-Furnished,2,3,12729180
Meghalaya,Shillong,Shillong Central,Apartment,3,2890,4,3,20,6,Semi-Furnished,0,0,21449062
Meghalaya,Shillong,Shillong Central,Villa,1,2960,1,14,18,6,Semi-Furnished,0,2,23656072
Meghalaya,Shillong,Shillong Central,Independent House,4,2590,3,5,20,11,Furnished,0,3,23127911
Meghalaya,Shillong,Shillong Central,Apartment,4,2220,4,6,6,25,Semi-Furnished,1,0,15529812
Meghalaya,Shillong,Shillong Central,Apartment,5,1380,4,1,20,7,Furnished,1,2,12033576
Meghalaya,Shillong,Shillong Central,Apartment,4,2890,3,4,4,7,Unfurnished,2,2,26511753
Meghalaya,Shillong,Shillong Central,Apartment,5,2970,5,9,20,3,Furnished,2,3,26922493
Meghalaya,Shillong,Shillong Central,Independent House,2,3140,2,15,15,23,Unfurnished,2,2,23669899
Meghalaya,Shillong,Shillong Central,Apartment,2,780,1,0,9,11,Unfurnished,2,3,4964064
Meghalaya,Shillong,Shillong Central,Independent House,4,2330,3,10,10,19,Unfurnished,1,2,16768936
Meghalaya,Shillong,Shillong Central,Independent House,4,3190,5,0,14,0,Semi-Furnished,0,0,29994029
Meghalaya,Shillong,Shillong Central,Apartment,5,3160,5,2,5,2,Unfurnished,0,1,38738746
Meghalaya,Shillong,Shillong Central,Apartment,2,2260,1,13,16,22,Unfurnished,0,1,17897924
Meghalaya,Tura,Tura Central,Apartment,3,2290,4,2,6,12,Semi-Furnished,0,2,11834887
Meghalaya,Tura,Tura Central,Independent House,4,3000,5,4,4,11,Furnished,0,2,16015886
Meghalaya,Tura,Tura Central,Independent House,5,1280,5,14,18,15,Semi-Furnished,1,2,7049587
Meghalaya,Tura,Tura Central,Apartment,5,2900,5,6,15,19,Semi-Furnished,2,3,17694334
Meghalaya,Tura,Tura Central,Apartment,2,1410,2,5,5,16,Furnished,0,1,5780765
Meghalaya,Tura,Tura Central,Apartment,3,1620,2,0,20,13,Semi-Furnished,0,2,12095684
Meghalaya,Tura,Tura Central,Apartment,1,1040,2,10,10,16,Semi-Furnished,1,0,5071911
Meghalaya,Tura,Tura Central,Apartment,5,2770,5,15,15,17,Semi-Furnished,1,2,14900020
Meghalaya,Tura,Tura Central,Independent House,3,2880,3,6,15,22,Semi-Furnished,0,0,13412747
Meghalaya,Tura,Tura Central,Independent House,1,1300,2,5,12,8,Semi-Furnished,2,0,6946816
Meghalaya,Tura,Tura Central,Apartment,5,2170,4,15,15,22,Furnished,0,1,13144080
Meghalaya,Tura,Tura Central,Independent House,3,2260,3,2,2,9,Semi-Furnished,1,1,12764074
Meghalaya,Tura,Tura Central,Apartment,5,2740,4,10,10,24,Semi-Furnished,1,2,15355158
Meghalaya,Tura,Tura Central,Apartment,3,3070,2,15,15,8,Semi-Furnished,2,2,20710233
Meghalaya,Tura,Tura Central,Villa,3,2460,3,13,13,12,Unfurnished,0,3,17571665
Meghalaya,Tura,Tura Central,Independent House,3,2970,2,13,16,12,Unfurnished,0,2,15735943
Meghalaya,Tura,Tura Central,Apartment,4,2750,4,1,14,23,Furnished,1,2,15136149
Meghalaya,Tura,Tura Central,Apartment,4,1070,3,6,11,15,Semi-Furnished,1,2,6905481
Meghalaya,Jowai,Jowai Central,Apartment,5,2140,5,11,11,8,Semi-Furnished,1,2,11736678
Meghalaya,Jowai,Jowai Central,Independent House,5,640,5,3,15,19,Unfurnished,2,2,4062162
Meghalaya,Jowai,Jowai Central,Apartment,4,2510,4,0,10,23,Furnished,1,2,10700072
Meghalaya,Jowai,Jowai Central,Independent House,5,910,5,1,15,20,Unfurnished,2,2,6277757
Meghalaya,Jowai,Jowai Central,Apartment,3,2630,3,4,11,11,Semi-Furnished,1,3,15558328
Meghalaya,Jowai,Jowai Central,Villa,4,1490,4,9,9,9,Furnished,0,1,11932275
Meghalaya,Jowai,Jowai Central,Independent House,4,2880,5,14,18,8,Unfurnished,1,0,19192510
Meghalaya,Jowai,Jowai Central,Apartment,5,1550,5,10,10,22,Unfurnished,2,3,9405126
Meghalaya,Jowai,Jowai Central,Apartment,4,1050,3,7,10,19,Semi-Furnished,0,1,6695587
Meghalaya,Jowai,Jowai Central,Apartment,5,770,5,13,13,6,Furnished,2,2,3836742
Meghalaya,Jowai,Jowai Central,Apartment,4,2080,5,7,18,19,Semi-Furnished,0,3,13760232
Meghalaya,Jowai,Jowai Central,Independent House,3,2020,4,15,17,1,Furnished,1,1,12352781
Meghalaya,Jowai,Jowai Central,Independent House,4,1830,3,5,5,12,Semi-Furnished,0,2,9951367
Meghalaya,Jowai,Jowai Central,Independent House,1,730,1,4,4,17,Semi-Furnished,2,2,3263037
Meghalaya,Jowai,Jowai Central,Independent House,5,3000,4,3,3,12,Unfurnished,1,1,19565271
Meghalaya,Jowai,Jowai Central,Apartment,1,3040,1,7,12,6,Unfurnished,1,1,14273100
Meghalaya,Jowai,Jowai Central,Independent House,2,1820,3,6,9,9,Unfurnished,0,3,9873000
Meghalaya,Jowai,Jowai Central,Apartment,4,2040,5,9,9,17,Furnished,0,2,13621585
Mizoram,Aizawl,Aizawl Central,Apartment,5,1940,4,14,14,3,Semi-Furnished,0,2,21874531
Mizoram,Aizawl,Aizawl Central,Apartment,1,990,1,6,6,20,Unfurnished,2,2,9453622
Mizoram,Aizawl,Aizawl Central,Independent House,5,2360,4,12,13,21,Semi-Furnished,0,0,19566139
Mizoram,Aizawl,Aizawl Central,Independent House,4,1800,3,15,15,16,Semi-Furnished,1,0,17223353
Mizoram,Aizawl,Aizawl Central,Apartment,3,1710,2,11,12,17,Unfurnished,1,3,17419023
Mizoram,Aizawl,Aizawl Central,Independent House,5,2070,5,10,10,5,Furnished,0,0,21299383
Mizoram,Aizawl,Aizawl Central,Apartment,2,570,3,12,16,8,Unfurnished,1,2,5497434
Mizoram,Aizawl,Aizawl Central,Apartment,2,2720,3,7,8,12,Furnished,1,0,26452323
Mizoram,Aizawl,Aizawl Central,Apartment,5,1650,5,14,14,10,Unfurnished,0,2,17983458
Mizoram,Aizawl,Aizawl Central,Apartment,5,1610,4,12,13,6,Semi-Furnished,2,2,20757037
Mizoram,Aizawl,Aizawl Central,Apartment,1,1660,1,2,13,23,Semi-Furnished,1,1,12194296
Mizoram,Aizawl,Aizawl Central,Apartment,5,1140,5,10,10,17,Furnished,2,1,10851665
Mizoram,Aizawl,Aizawl Central,Apartment,1,1560,1,6,10,0,Semi-Furnished,2,3,16233864
Mizoram,Aizawl,Aizawl Central,Apartment,4,1640,3,6,6,11,Furnished,1,3,14883900
Mizoram,Aizawl,Aizawl Central,Independent House,1,1930,1,0,12,22,Unfurnished,0,3,15981167
Mizoram,Aizawl,Aizawl Central,Apartment,4,1020,5,7,10,6,Unfurnished,1,3,11221256
Mizoram,Aizawl,Aizawl Central,Apartment,1,2560,2,15,15,14,Semi-Furnished,0,1,22195015
Mizoram,Aizawl,Aizawl Central,Apartment,4,1400,5,6,6,12,Unfurnished,2,0,12535950
Mizoram,Lunglei,Lunglei Central,Independent House,2,1970,3,11,16,1,Semi-Furnished,1,3,19879394
Mizoram,Lunglei,Lunglei Central,Independent House,3,2430,3,6,15,15,Unfurnished,2,1,24115336
Mizoram,Lunglei,Lunglei Central,Apartment,2,2910,2,5,19,11,Semi-Furnished,2,2,36317283
Mizoram,Lunglei,Lunglei Central,Apartment,4,2730,5,0,17,18,Semi-Furnished,1,3,33384651
Mizoram,Lunglei,Lunglei Central,Independent House,3,1030,3,2,12,13,Furnished,2,0,13033490
Mizoram,Lunglei,Lunglei Central,Apartment,4,2820,4,9,17,6,Semi-Furnished,1,1,30417328
Mizoram,Lunglei,Lunglei Central,Apartment,5,1370,5,12,12,7,Semi-Furnished,0,1,15686744
Mizoram,Lunglei,Lunglei Central,Independent House,2,2630,2,4,18,23,Semi-Furnished,1,0,20811298
Mizoram,Lunglei,Lunglei Central,Independent House,5,2810,5,13,17,2,Semi-Furnished,1,2,36524157
Mizoram,Lunglei,Lunglei Central,Apartment,4,1780,4,13,13,5,Furnished,2,0,19535516
Mizoram,Lunglei,Lunglei Central,Independent House,5,2790,4,10,10,4,Unfurnished,2,3,31406574
Mizoram,Lunglei,Lunglei Central,Apartment,2,2730,1,2,18,2,Semi-Furnished,1,0,29804430
Mizoram,Lunglei,Lunglei Central,Independent House,2,2290,3,15,15,24,Furnished,1,2,29693266
Mizoram,Lunglei,Lunglei Central,Independent House,4,2850,5,14,14,2,Furnished,0,1,30143112
Mizoram,Lunglei,Lunglei Central,Apartment,4,1990,3,13,17,20,Semi-Furnished,2,3,23779654
Mizoram,Lunglei,Lunglei Central,Independent House,5,1750,4,13,13,16,Unfurnished,0,2,21510130
Mizoram,Lunglei,Lunglei Central,Independent House,1,2040,2,12,12,17,Unfurnished,1,2,22729484
Mizoram,Lunglei,Lunglei Central,Independent House,2,2560,1,6,16,16,Unfurnished,0,0,29414514
Mizoram,Champhai,Champhai Central,Apartment,3,1390,3,8,12,3,Semi-Furnished,0,3,17425465
Mizoram,Champhai,Champhai Central,Apartment,5,2160,5,3,8,17,Semi-Furnished,1,2,24087777
Mizoram,Champhai,Champhai Central,Apartment,4,1680,4,14,14,2,Unfurnished,2,3,16147315
Mizoram,Champhai,Champhai Central,Villa,4,1520,5,13,13,23,Unfurnished,0,0,14494403
Mizoram,Champhai,Champhai Central,Apartment,4,1720,4,3,3,7,Semi-Furnished,0,3,15184124
Mizoram,Champhai,Champhai Central,Apartment,3,2050,4,1,9,12,Unfurnished,1,3,18692809
Mizoram,Champhai,Champhai Central,Apartment,3,2650,3,10,10,19,Semi-Furnished,2,0,25991151
Mizoram,Champhai,Champhai Central,Villa,2,1640,2,3,9,16,Unfurnished,1,1,13320967
Mizoram,Champhai,Champhai Central,Apartment,1,3070,2,9,9,10,Furnished,0,3,25785362
Mizoram,Champhai,Champhai Central,Independent House,5,1110,5,15,15,14,Semi-Furnished,0,2,11864460
Mizoram,Champhai,Champhai Central,Independent House,4,860,3,5,11,23,Semi-Furnished,1,0,7498896
Mizoram,Champhai,Champhai Central,Independent House,1,2270,1,11,14,12,Semi-Furnished,2,1,17816677
Mizoram,Champhai,Champhai Central,Apartment,5,690,5,1,12,21,Unfurnished,0,0,8116952
Mizoram,Champhai,Champhai Central,Apartment,1,2670,2,9,10,17,Furnished,1,0,19586910
Mizoram,Champhai,Champhai Central,Apartment,4,1130,3,12,12,24,Semi-Furnished,2,1,10543592
Mizoram,Champhai,Champhai Central,Apartment,5,2540,5,7,12,22,Unfurnished,0,0,31778035
Mizoram,Champhai,Champhai Central,Apartment,5,2200,5,4,13,17,Semi-Furnished,1,3,21031779
Mizoram,Champhai,Champhai Central,Apartment,4,2530,5,0,14,9,Semi-Furnished,0,1,24899902
Nagaland,Kohima,Kohima Central,Apartment,5,1700,5,9,9,7,Semi-Furnished,1,2,9589434
Nagaland,Kohima,Kohima Central,Apartment,5,1870,5,11,15,11,Semi-Furnished,2,0,9211649
Nagaland,Kohima,Kohima Central,Apartment,3,2280,4,14,14,19,Semi-Furnished,0,3,9427840
Nagaland,Kohima,Kohima Central,Apartment,2,2200,3,13,17,9,Semi-Furnished,0,0,7297366
Nagaland,Kohima,Kohima Central,Independent House,3,2910,4,4,12,1,Unfurnished,2,0,13215931
Nagaland,Kohima,Kohima Central,Apartment,5,950,5,3,3,23,Unfurnished,1,2,4791110
Nagaland,Kohima,Kohima Central,Apartment,2,1070,1,3,10,21,Furnished,1,1,3256555
Nagaland,Kohima,Kohima Central,Apartment,3,600,3,2,3,11,Unfurnished,2,1,2477293
Nagaland,Kohima,Kohima Central,Independent House,1,720,2,4,4,4,Furnished,0,3,3080351
Nagaland,Kohima,Kohima Central,Apartment,3,3130,4,4,17,23,Furnished,1,0,12571018
Nagaland,Kohima,Kohima Central,Independent House,3,3030,2,15,15,4,Semi-Furnished,2,0,16184360
Nagaland,Kohima,Kohima Central,Apartment,1,1900,2,12,12,1,Unfurnished,1,0,6711268
Nagaland,Kohima,Kohima Central,Independent House,2,870,1,3,5,18,Unfurnished,1,2,2863046
Nagaland,Kohima,Kohima Central,Apartment,1,2760,1,12,18,17,Semi-Furnished,1,1,6577114
Nagaland,Kohima,Kohima Central,Independent House,2,1650,2,12,12,20,Unfurnished,0,0,4788243
Nagaland,Kohima,Kohima Central,Apartment,2,2160,1,13,13,12,Furnished,2,1,7320448
Nagaland,Kohima,Kohima Central,Independent House,2,2080,1,6,6,25,Semi-Furnished,0,2,5395138
Nagaland,Kohima,Kohima Central,Apartment,5,590,5,8,12,6,Furnished,0,0,2802882
Nagaland,Dimapur,Dimapur Central,Apartment,4,1990,3,1,9,17,Furnished,0,1,9133204
Nagaland,Dimapur,Dimapur Central,Apartment,4,1290,3,2,15,1,Furnished,0,0,8353476
Nagaland,Dimapur,Dimapur Central,Independent House,5,560,4,14,17,13,Unfurnished,2,1,3138556
Nagaland,Dimapur,Dimapur Central,Independent House,1,2890,2,11,12,0,Furnished,2,1,14868212
Nagaland,Dimapur,Dimapur Central,Villa,1,2870,1,13,15,12,Semi-Furnished,0,1,15823615
Nagaland,Dimapur,Dimapur Central,Independent House,4,640,4,1,6,5,Unfurnished,0,3,4074785
Nagaland,Dimapur,Dimapur Central,Apartment,4,830,4,9,13,17,Unfurnished,0,0,5405706
Nagaland,Dimapur,Dimapur Central,Apartment,2,1220,3,4,19,1,Unfurnished,0,3,6387936
Nagaland,Dimapur,Dimapur Central,Apartment,5,3090,4,0,4,25,Semi-Furnished,1,2,16411673
Nagaland,Dimapur,Dimapur Central,Apartment,4,2920,3,5,5,14,Semi-Furnished,0,3,14070295
Nagaland,Dimapur,Dimapur Central,Apartment,1,2660,2,13,13,9,Unfurnished,2,3,9695412
Nagaland,Dimapur,Dimapur Central,Apartment,1,570,1,3,3,25,Semi-Furnished,1,2,2116849
Nagaland,Dimapur,Dimapur Central,Apartment,1,2880,2,3,16,10,Semi-Furnished,2,2,14391106
Nagaland,Dimapur,Dimapur Central,Apartment,4,2670,3,1,11,15,Semi-Furnished,1,3,17161212
Nagaland,Dimapur,Dimapur Central,Independent House,5,1370,5,6,19,25,Unfurnished,2,1,7484082
Nagaland,Dimapur,Dimapur Central,Apartment,4,1820,5,8,14,10,Semi-Furnished,0,3,9404122
Nagaland,Dimapur,Dimapur Central,Independent House,4,1100,5,9,9,19,Semi-Furnished,2,1,5535758
Nagaland,Dimapur,Dimapur Central,Apartment,1,2030,2,4,4,19,Furnished,1,3,9113150
Nagaland,Mokokchung,Mokokchung Central,Apartment,1,880,1,10,14,5,Semi-Furnished,1,3,5407595
Nagaland,Mokokchung,Mokokchung Central,Independent House,2,1960,1,10,10,3,Unfurnished,0,0,12135883
Nagaland,Mokokchung,Mokokchung Central,Apartment,1,2100,1,4,4,25,Furnished,0,2,13108498
Nagaland,Mokokchung,Mokokchung Central,Apartment,2,2920,3,14,14,9,Furnished,0,1,20255599
Nagaland,Mokokchung,Mokokchung Central,Apartment,1,2450,1,14,14,3,Unfurnished,0,3,14453210
Nagaland,Mokokchung,Mokokchung Central,Independent House,1,3190,1,8,14,22,Furnished,0,0,20085914
Nagaland,Mokokchung,Mokokchung Central,Villa,5,770,5,11,11,19,Semi-Furnished,1,1,5741727
Nagaland,Mokokchung,Mokokchung Central,Independent House,1,2050,1,8,13,10,Unfurnished,2,1,12449523
Nagaland,Mokokchung,Mokokchung Central,Apartment,2,2230,3,5,11,19,Semi-Furnished,1,1,14718426
Nagaland,Mokokchung,Mokokchung Central,Villa,1,3050,1,7,7,2,Semi-Furnished,1,2,22744738
Nagaland,Mokokchung,Mokokchung Central,Apartment,1,2110,2,9,9,22,Semi-Furnished,1,2,10324229
Nagaland,Mokokchung,Mokokchung Central,Apartment,4,1120,4,10,15,10,Semi-Furnished,2,2,8299713
Nagaland,Mokokchung,Mokokchung Central,Independent House,3,2130,3,9,18,21,Semi-Furnished,0,0,15435332
Nagaland,Mokokchung,Mokokchung Central,Villa,4,3100,3,7,19,15,Semi-Furnished,1,2,29357108
Nagaland,Mokokchung,Mokokchung Central,Apartment,3,2460,3,10,10,20,Unfurnished,2,3,16556642
Nagaland,Mokokchung,Mokokchung Central,Apartment,4,2540,4,3,3,13,Furnished,0,2,21639652
